Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,101
Base Time Seconds,1776473357
Base Time Fractional,.822903980
Base Time,04/18/2026 00:49:17.822903980
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
4.161556717008e-06,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000020343796,Amp DC,1,T,4W,F,F,0.000000000
6.543796916958e-05,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0058478452265,Amp DC,1,T,4W,F,F,0.071492480
0.0001215885349666,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0197454281151,Amp DC,1,T,4W,F,F,0.142981680
0.0001801159814931,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0298691019416,Amp DC,1,T,4W,F,F,0.214473440
0.0002387288841419,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0398989617825,Amp DC,1,T,4W,F,F,0.285962160
0.0002972848596983,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0499141253531,Amp DC,1,T,4W,F,F,0.357447740
0.0003555846924428,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0599384009838,Amp DC,1,T,4W,F,F,0.428921680
0.0004131871100981,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0699381679296,Amp DC,1,T,4W,F,F,0.500432560
0.0004728247295134,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0799624100327,Amp DC,1,T,4W,F,F,0.571923480
0.0005312099237926,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0899579748511,Amp DC,1,T,4W,F,F,0.643428460
0.0005898227682337,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0999647155404,Amp DC,1,T,4W,F,F,0.714903380
0.0006476811831817,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1099763512611,Amp DC,1,T,4W,F,F,0.786373320
0.000706507533323,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1199670061469,Amp DC,1,T,4W,F,F,0.857851940
0.0007649213075638,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1299695968628,Amp DC,1,T,4W,F,F,0.929338300
0.0008232065010816,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1399937868118,Amp DC,1,T,4W,F,F,1.000826320
0.0008819045615382,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1499997824430,Amp DC,1,T,4W,F,F,1.072300880
0.0009395782253705,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1600037813187,Amp DC,1,T,4W,F,F,1.143776500
0.0009987461380661,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1700105220079,Amp DC,1,T,4W,F,F,1.215248800
0.001057131099515,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1800011396408,Amp DC,1,T,4W,F,F,1.286717700
0.001116056926548,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1900050640106,Amp DC,1,T,4W,F,F,1.358205280
0.001174755394459,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2000342607498,Amp DC,1,T,4W,F,F,1.429694180
0.001232841634192,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2100620120764,Amp DC,1,T,4W,F,F,1.501182940
0.001291568623856,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2200330942869,Amp DC,1,T,4W,F,F,1.572656400
0.001349683152512,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2301203310490,Amp DC,1,T,4W,F,F,1.644135040
0.001407654955983,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2399554550648,Amp DC,1,T,4W,F,F,1.715608660
0.001466809073463,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2500133812428,Amp DC,1,T,4W,F,F,1.787083200
0.00152479566168,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2599921226501,Amp DC,1,T,4W,F,F,1.858563940
0.001583166536875,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2699190676212,Amp DC,1,T,4W,F,F,1.930057860
0.001642377348617,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2798957228661,Amp DC,1,T,4W,F,F,2.001532020
0.001701147644781,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2900552451611,Amp DC,1,T,4W,F,F,2.073000800
0.001759062171914,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3001640737057,Amp DC,1,T,4W,F,F,2.144478140
0.001817376352847,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3100700378418,Amp DC,1,T,4W,F,F,2.215957400
0.001875903690234,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3200284540653,Amp DC,1,T,4W,F,F,2.287431920
0.001934842555784,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3300272822380,Amp DC,1,T,4W,F,F,2.358904780
0.001993257319555,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3400020301342,Amp DC,1,T,4W,F,F,2.430393920
0.002051813295111,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3500038683414,Amp DC,1,T,4W,F,F,2.501852240
